Drug,Age_Group,Base_Dose,Multiplier
aspirin / caffeine / orphenadrine,OldAge,226,0.75
aspirin / carisoprodol,Infant,464,0.3
aspirin / carisoprodol,Adult,464,1.0
aspirin / carisoprodol,OldAge,464,0.75
aspirin / carisoprodol / codeine,Infant,376,0.3
aspirin / carisoprodol / codeine,Adult,376,1.0
aspirin / carisoprodol / codeine,OldAge,376,0.75
amifostine,Infant,188,0.3
amifostine,Adult,188,1.0
amifostine,OldAge,188,0.75
hydralazine,Infant,74,0.3
hydralazine,Adult,74,1.0
hydralazine,OldAge,74,0.75
acyclovir,Infant,211,0.3
acyclovir,Adult,211,1.0
acyclovir,OldAge,211,0.75
valacyclovir,Infant,219,0.3
valacyclovir,Adult,219,1.0
valacyclovir,OldAge,219,0.75
varicella zoster immune globulin,Infant,422,0.3
varicella zoster immune globulin,Adult,422,1.0
varicella zoster immune globulin,OldAge,422,0.75
immune globulin intramuscular,Infant,99,0.3
immune globulin intramuscular,Adult,99,1.0
immune globulin intramuscular,OldAge,99,0.75
foscarnet,Infant,178,0.3
foscarnet,Adult,178,1.0
foscarnet,OldAge,178,0.75
"cholera vaccine, live",Infant,56,0.3
"cholera vaccine, live",Adult,56,1.0
"cholera vaccine, live",OldAge,56,0.75
atorvastatin,Infant,384,0.3
atorvastatin,Adult,384,1.0
atorvastatin,OldAge,384,0.75
pravastatin,Infant,145,0.3
pravastatin,Adult,145,1.0
pravastatin,OldAge,145,0.75
lovastatin,Infant,128,0.3
lovastatin,Adult,128,1.0
lovastatin,OldAge,128,0.75
ezetimibe,Infant,470,0.3
ezetimibe,Adult,470,1.0
ezetimibe,OldAge,470,0.75
gemfibrozil,Infant,206,0.3
gemfibrozil,Adult,206,1.0
gemfibrozil,OldAge,206,0.75
niacin,Infant,222,0.3
niacin,Adult,222,1.0
niacin,OldAge,222,0.75
ezetimibe / simvastatin,Infant,438,0.3
ezetimibe / simvastatin,Adult,438,1.0
ezetimibe / simvastatin,OldAge,438,0.75
fenofibric acid,Infant,410,0.3
fenofibric acid,Adult,410,1.0
fenofibric acid,OldAge,410,0.75
coagulation factor ix,Infant,219,0.3
coagulation factor ix,Adult,219,1.0
coagulation factor ix,OldAge,219,0.75
factor ix complex,Infant,222,0.3
factor ix complex,Adult,222,1.0
factor ix complex,OldAge,222,0.75
benzonatate,Infant,471,0.3
benzonatate,Adult,471,1.0
benzonatate,OldAge,471,0.75
codeine / guaifenesin,Infant,340,0.3
codeine / guaifenesin,Adult,340,1.0
codeine / guaifenesin,OldAge,340,0.75
dextromethorphan,Infant,208,0.3
dextromethorphan,Adult,208,1.0
dextromethorphan,OldAge,208,0.75
codeine / promethazine,Infant,461,0.3
codeine / promethazine,Adult,461,1.0
codeine / promethazine,OldAge,461,0.75
homatropine / hydrocodone,Infant,57,0.3
homatropine / hydrocodone,Adult,57,1.0
homatropine / hydrocodone,OldAge,57,0.75
dextromethorphan / guaifenesin,Infant,325,0.3
dextromethorphan / guaifenesin,Adult,325,1.0
dextromethorphan / guaifenesin,OldAge,325,0.75
chlorpheniramine / hydrocodone,Infant,472,0.3
chlorpheniramine / hydrocodone,Adult,472,1.0
chlorpheniramine / hydrocodone,OldAge,472,0.75
dextromethorphan / promethazine,Infant,372,0.3
dextromethorphan / promethazine,Adult,372,1.0
dextromethorphan / promethazine,OldAge,372,0.75
loperamide,Infant,256,0.3
loperamide,Adult,256,1.0
loperamide,OldAge,256,0.75
colesevelam,Infant,69,0.3
colesevelam,Adult,69,1.0
colesevelam,OldAge,69,0.75
bismuth subsalicylate,Infant,383,0.3
bismuth subsalicylate,Adult,383,1.0
bismuth subsalicylate,OldAge,383,0.75
atropine / difenoxin,Infant,368,0.3
atropine / difenoxin,Adult,368,1.0
atropine / difenoxin,OldAge,368,0.75
entecavir,Infant,117,0.3
entecavir,Adult,117,1.0
entecavir,OldAge,117,0.75
adefovir,Infant,89,0.3
adefovir,Adult,89,1.0
adefovir,OldAge,89,0.75
tenofovir alafenamide,Infant,332,0.3
tenofovir alafenamide,Adult,332,1.0
tenofovir alafenamide,OldAge,332,0.75
peginterferon alfa-2a,Infant,203,0.3
peginterferon alfa-2a,Adult,203,1.0
peginterferon alfa-2a,OldAge,203,0.75
ledipasvir / sofosbuvir,Infant,347,0.3
ledipasvir / sofosbuvir,Adult,347,1.0
ledipasvir / sofosbuvir,OldAge,347,0.75
sofosbuvir,Infant,124,0.3
sofosbuvir,Adult,124,1.0
sofosbuvir,OldAge,124,0.75
sofosbuvir / velpatasvir,Infant,125,0.3
sofosbuvir / velpatasvir,Adult,125,1.0
sofosbuvir / velpatasvir,OldAge,125,0.75
dasabuvir / ombitasvir / paritaprevir / ritonavir,Infant,355,0.3
dasabuvir / ombitasvir / paritaprevir / ritonavir,Adult,355,1.0
dasabuvir / ombitasvir / paritaprevir / ritonavir,OldAge,355,0.75
elbasvir / grazoprevir,Infant,482,0.3
elbasvir / grazoprevir,Adult,482,1.0
elbasvir / grazoprevir,OldAge,482,0.75
glecaprevir / pibrentasvir,Infant,122,0.3
glecaprevir / pibrentasvir,Adult,122,1.0
glecaprevir / pibrentasvir,OldAge,122,0.75
sofosbuvir / velpatasvir / voxilaprevir,Infant,360,0.3
sofosbuvir / velpatasvir / voxilaprevir,Adult,360,1.0
sofosbuvir / velpatasvir / voxilaprevir,OldAge,360,0.75
plecanatide,Infant,452,0.3
plecanatide,Adult,452,1.0
plecanatide,OldAge,452,0.75
prucalopride,Infant,346,0.3
prucalopride,Adult,346,1.0
prucalopride,OldAge,346,0.75
immune globulin intravenous and subcutaneous,Infant,362,0.3
immune globulin intravenous and subcutaneous,Adult,362,1.0
immune globulin intravenous and subcutaneous,OldAge,362,0.75
interferon beta-1b,Infant,395,0.3
interferon beta-1b,Adult,395,1.0
interferon beta-1b,OldAge,395,0.75
immune globulin subcutaneous,Infant,166,0.3
immune globulin subcutaneous,Adult,166,1.0
immune globulin subcutaneous,OldAge,166,0.75
levothyroxine,Infant,106,0.3
levothyroxine,Adult,106,1.0
levothyroxine,OldAge,106,0.75
albuterol / ipratropium,Infant,150,0.3
albuterol / ipratropium,Adult,150,1.0
albuterol / ipratropium,OldAge,150,0.75
tiotropium,Infant,415,0.3
tiotropium,Adult,415,1.0
tiotropium,OldAge,415,0.75
midodrine,Infant,93,0.3
midodrine,Adult,93,1.0
midodrine,OldAge,93,0.75
oxycodone,Infant,129,0.3
oxycodone,Adult,129,1.0
oxycodone,OldAge,129,0.75
acetaminophen / oxycodone,Infant,190,0.3
acetaminophen / oxycodone,Adult,190,1.0
acetaminophen / oxycodone,OldAge,190,0.75
morphine,Infant,380,0.3
morphine,Adult,380,1.0
morphine,OldAge,380,0.75
methadone,Infant,375,0.3
methadone,Adult,375,1.0
methadone,OldAge,375,0.75
buprenorphine,Infant,121,0.3
buprenorphine,Adult,121,1.0
buprenorphine,OldAge,121,0.75
pancrelipase,Infant,480,0.3
pancrelipase,Adult,480,1.0
pancrelipase,OldAge,480,0.75
dupilumab,Infant,314,0.3
dupilumab,Adult,314,1.0
dupilumab,OldAge,314,0.75
dantrolene,Infant,359,0.3
dantrolene,Adult,359,1.0
dantrolene,OldAge,359,0.75
mepolizumab,Infant,222,0.3
mepolizumab,Adult,222,1.0
mepolizumab,OldAge,222,0.75
cerliponase alfa,Infant,465,0.3
cerliponase alfa,Adult,465,1.0
cerliponase alfa,OldAge,465,0.75
bezlotoxumab,Infant,139,0.3
bezlotoxumab,Adult,139,1.0
bezlotoxumab,OldAge,139,0.75
fibrin sealant,Infant,152,0.3
fibrin sealant,Adult,152,1.0
fibrin sealant,OldAge,152,0.75
dihydroergotamine,Infant,169,0.3
dihydroergotamine,Adult,169,1.0
dihydroergotamine,OldAge,169,0.75
caffeine / ergotamine,Infant,202,0.3
caffeine / ergotamine,Adult,202,1.0
caffeine / ergotamine,OldAge,202,0.75
ganciclovir,Infant,170,0.3
ganciclovir,Adult,170,1.0
ganciclovir,OldAge,170,0.75
valganciclovir,Infant,114,0.3
valganciclovir,Adult,114,1.0
valganciclovir,OldAge,114,0.75
cytomegalovirus immune globulin,Infant,237,0.3
cytomegalovirus immune globulin,Adult,237,1.0
cytomegalovirus immune globulin,OldAge,237,0.75
letermovir,Infant,98,0.3
letermovir,Adult,98,1.0
letermovir,OldAge,98,0.75
cidofovir,Infant,88,0.3
cidofovir,Adult,88,1.0
cidofovir,OldAge,88,0.75
gadopentetate dimeglumine,Infant,181,0.3
gadopentetate dimeglumine,Adult,181,1.0
gadopentetate dimeglumine,OldAge,181,0.75
gadobutrol,Infant,133,0.3
gadobutrol,Adult,133,1.0
gadobutrol,OldAge,133,0.75
gadoteridol,Infant,276,0.3
gadoteridol,Adult,276,1.0
gadoteridol,OldAge,276,0.75
gadodiamide,Infant,193,0.3
gadodiamide,Adult,193,1.0
gadodiamide,OldAge,193,0.75
gadoterate meglumine,Infant,155,0.3
gadoterate meglumine,Adult,155,1.0
gadoterate meglumine,OldAge,155,0.75
cyclosporine,Infant,388,0.3
cyclosporine,Adult,388,1.0
cyclosporine,OldAge,388,0.75
acetaminophen / chlorpheniramine / phenylephrine,Infant,480,0.3
acetaminophen / chlorpheniramine / phenylephrine,Adult,480,1.0
acetaminophen / chlorpheniramine / phenylephrine,OldAge,480,0.75
pseudoephedrine / triprolidine,Infant,453,0.3
pseudoephedrine / triprolidine,Adult,453,1.0
pseudoephedrine / triprolidine,OldAge,453,0.75
famciclovir,Infant,104,0.3
famciclovir,Adult,104,1.0
famciclovir,OldAge,104,0.75
acyclovir / hydrocortisone,Infant,292,0.3
acyclovir / hydrocortisone,Adult,292,1.0
acyclovir / hydrocortisone,OldAge,292,0.75
penciclovir,Infant,268,0.3
penciclovir,Adult,268,1.0
penciclovir,OldAge,268,0.75
benzyl alcohol,Infant,278,0.3
benzyl alcohol,Adult,278,1.0
benzyl alcohol,OldAge,278,0.75
dicyclomine,Infant,386,0.3
dicyclomine,Adult,386,1.0
dicyclomine,OldAge,386,0.75
mesalamine,Infant,489,0.3
mesalamine,Adult,489,1.0
mesalamine,OldAge,489,0.75
balsalazide,Infant,386,0.3
balsalazide,Adult,386,1.0
balsalazide,OldAge,386,0.75
ammonium lactate,Infant,315,0.3
ammonium lactate,Adult,315,1.0
ammonium lactate,OldAge,315,0.75
salicylic acid,Infant,279,0.3
salicylic acid,Adult,279,1.0
salicylic acid,OldAge,279,0.75
silver nitrate,Infant,413,0.3
silver nitrate,Adult,413,1.0
silver nitrate,OldAge,413,0.75
cantharidin,Infant,354,0.3
cantharidin,Adult,354,1.0
cantharidin,OldAge,354,0.75
mupirocin,Infant,195,0.3
mupirocin,Adult,195,1.0
mupirocin,OldAge,195,0.75
meropenem,Infant,436,0.3
meropenem,Adult,436,1.0
meropenem,OldAge,436,0.75
barium sulfate,Infant,289,0.3
barium sulfate,Adult,289,1.0
barium sulfate,OldAge,289,0.75
podofilox,Infant,260,0.3
podofilox,Adult,260,1.0
podofilox,OldAge,260,0.75
sinecatechins,Infant,293,0.3
sinecatechins,Adult,293,1.0
sinecatechins,OldAge,293,0.75
interferon alfa-n3,Infant,173,0.3
interferon alfa-n3,Adult,173,1.0
interferon alfa-n3,OldAge,173,0.75
fibrinogen,Infant,184,0.3
fibrinogen,Adult,184,1.0
fibrinogen,OldAge,184,0.75
procaine penicillin,Infant,491,0.3
procaine penicillin,Adult,491,1.0
procaine penicillin,OldAge,491,0.75
sulfacetamide sodium,Infant,492,0.3
sulfacetamide sodium,Adult,492,1.0
sulfacetamide sodium,OldAge,492,0.75
loteprednol,Infant,267,0.3
loteprednol,Adult,267,1.0
loteprednol,OldAge,267,0.75
gatifloxacin,Infant,209,0.3
gatifloxacin,Adult,209,1.0
gatifloxacin,OldAge,209,0.75
lodoxamide,Infant,406,0.3
lodoxamide,Adult,406,1.0
lodoxamide,OldAge,406,0.75
docusate,Infant,378,0.3
docusate,Adult,378,1.0
docusate,OldAge,378,0.75
magnesium citrate,Infant,113,0.3
magnesium citrate,Adult,113,1.0
magnesium citrate,OldAge,113,0.75
psyllium,Infant,452,0.3
psyllium,Adult,452,1.0
psyllium,OldAge,452,0.75
linaclotide,Infant,252,0.3
linaclotide,Adult,252,1.0
linaclotide,OldAge,252,0.75
magnesium hydroxide,Infant,267,0.3
magnesium hydroxide,Adult,267,1.0
magnesium hydroxide,OldAge,267,0.75
lactulose,Infant,335,0.3
lactulose,Adult,335,1.0
lactulose,OldAge,335,0.75
docusate / senna,Infant,92,0.3
docusate / senna,Adult,92,1.0
docusate / senna,OldAge,92,0.75
lubiprostone,Infant,460,0.3
lubiprostone,Adult,460,1.0
lubiprostone,OldAge,460,0.75
methylnaltrexone,Infant,416,0.3
methylnaltrexone,Adult,416,1.0
methylnaltrexone,OldAge,416,0.75
tegaserod,Infant,201,0.3
tegaserod,Adult,201,1.0
tegaserod,OldAge,201,0.75
naloxegol,Infant,328,0.3
naloxegol,Adult,328,1.0
naloxegol,OldAge,328,0.75
naldemedine,Infant,434,0.3
naldemedine,Adult,434,1.0
naldemedine,OldAge,434,0.75
nitroprusside,Infant,354,0.3
nitroprusside,Adult,354,1.0
nitroprusside,OldAge,354,0.75
cysteamine,Infant,311,0.3
cysteamine,Adult,311,1.0
cysteamine,OldAge,311,0.75
ketorolac,Infant,417,0.3
ketorolac,Adult,417,1.0
ketorolac,OldAge,417,0.75
riboflavin,Infant,156,0.3
riboflavin,Adult,156,1.0
riboflavin,OldAge,156,0.75
brompheniramine / dextromethorphan / pseudoephedrine,Infant,460,0.3
brompheniramine / dextromethorphan / pseudoephedrine,Adult,460,1.0
brompheniramine / dextromethorphan / pseudoephedrine,OldAge,460,0.75
guaifenesin / pseudoephedrine,Infant,357,0.3
guaifenesin / pseudoephedrine,Adult,357,1.0
guaifenesin / pseudoephedrine,OldAge,357,0.75
dextromethorphan / guaifenesin / phenylephrine,Infant,203,0.3
dextromethorphan / guaifenesin / phenylephrine,Adult,203,1.0
dextromethorphan / guaifenesin / phenylephrine,OldAge,203,0.75
guaifenesin / phenylephrine,Infant,243,0.3
guaifenesin / phenylephrine,Adult,243,1.0
guaifenesin / phenylephrine,OldAge,243,0.75
chlorpheniramine / hydrocodone / pseudoephedrine,Infant,324,0.3
chlorpheniramine / hydrocodone / pseudoephedrine,Adult,324,1.0
chlorpheniramine / hydrocodone / pseudoephedrine,OldAge,324,0.75
codeine / phenylephrine / promethazine,Infant,384,0.3
codeine / phenylephrine / promethazine,Adult,384,1.0
codeine / phenylephrine / promethazine,OldAge,384,0.75
cholestyramine,Infant,50,0.3
cholestyramine,Adult,50,1.0
cholestyramine,OldAge,50,0.75
vedolizumab,Infant,392,0.3
vedolizumab,Adult,392,1.0
vedolizumab,OldAge,392,0.75
rifaximin,Infant,178,0.3
rifaximin,Adult,178,1.0
rifaximin,OldAge,178,0.75
certolizumab,Infant,222,0.3
certolizumab,Adult,222,1.0
certolizumab,OldAge,222,0.75
ustekinumab,Infant,60,0.3
ustekinumab,Adult,60,1.0
ustekinumab,OldAge,60,0.75
natalizumab,Infant,165,0.3
natalizumab,Adult,165,1.0
natalizumab,OldAge,165,0.75
corticorelin,Infant,401,0.3
corticorelin,Adult,401,1.0
corticorelin,OldAge,401,0.75
avelumab,Infant,325,0.3
avelumab,Adult,325,1.0
avelumab,OldAge,325,0.75
miltefosine,Infant,110,0.3
miltefosine,Adult,110,1.0
miltefosine,OldAge,110,0.75
potassium iodide,Infant,107,0.3
potassium iodide,Adult,107,1.0
potassium iodide,OldAge,107,0.75
pramoxine / zinc acetate,Infant,312,0.3
pramoxine / zinc acetate,Adult,312,1.0
pramoxine / zinc acetate,OldAge,312,0.75
benzethonium chloride,Infant,406,0.3
benzethonium chloride,Adult,406,1.0
benzethonium chloride,OldAge,406,0.75
hydroxocobalamin,Infant,363,0.3
hydroxocobalamin,Adult,363,1.0
hydroxocobalamin,OldAge,363,0.75
sodium nitrite / sodium thiosulfate,Infant,390,0.3
sodium nitrite / sodium thiosulfate,Adult,390,1.0
sodium nitrite / sodium thiosulfate,OldAge,390,0.75
amyl nitrite,Infant,166,0.3
amyl nitrite,Adult,166,1.0
amyl nitrite,OldAge,166,0.75
sodium thiosulfate,Infant,370,0.3
sodium thiosulfate,Adult,370,1.0
sodium thiosulfate,OldAge,370,0.75
sodium nitrite,Infant,316,0.3
sodium nitrite,Adult,316,1.0
sodium nitrite,OldAge,316,0.75
loteprednol / tobramycin,Infant,393,0.3
loteprednol / tobramycin,Adult,393,1.0
loteprednol / tobramycin,OldAge,393,0.75
dornase alfa,Infant,211,0.3
dornase alfa,Adult,211,1.0
dornase alfa,OldAge,211,0.75
ivacaftor,Infant,204,0.3
ivacaftor,Adult,204,1.0
ivacaftor,OldAge,204,0.75
aztreonam,Infant,69,0.3
aztreonam,Adult,69,1.0
aztreonam,OldAge,69,0.75
ivacaftor / lumacaftor,Infant,262,0.3
ivacaftor / lumacaftor,Adult,262,1.0
ivacaftor / lumacaftor,OldAge,262,0.75
tiopronin,Infant,214,0.3
tiopronin,Adult,214,1.0
tiopronin,OldAge,214,0.75
penicillamine,Infant,86,0.3
penicillamine,Adult,86,1.0
penicillamine,OldAge,86,0.75
pyrithione zinc,Infant,121,0.3
pyrithione zinc,Adult,121,1.0
pyrithione zinc,OldAge,121,0.75
salicylic acid / sulfur,Infant,392,0.3
salicylic acid / sulfur,Adult,392,1.0
salicylic acid / sulfur,OldAge,392,0.75
selenium sulfide,Infant,75,0.3
selenium sulfide,Adult,75,1.0
selenium sulfide,OldAge,75,0.75
solriamfetol,Infant,374,0.3
solriamfetol,Adult,374,1.0
solriamfetol,OldAge,374,0.75
dalteparin,Infant,464,0.3
dalteparin,Adult,464,1.0
dalteparin,OldAge,464,0.75
desirudin,Infant,163,0.3
desirudin,Adult,163,1.0
desirudin,OldAge,163,0.75
lvp solution,Infant,353,0.3
lvp solution,Adult,353,1.0
lvp solution,OldAge,353,0.75
trifluridine,Infant,355,0.3
trifluridine,Adult,355,1.0
trifluridine,OldAge,355,0.75
hydrogen peroxide,Infant,424,0.3
hydrogen peroxide,Adult,424,1.0
hydrogen peroxide,OldAge,424,0.75
brexanolone,Infant,366,0.3
brexanolone,Adult,366,1.0
brexanolone,OldAge,366,0.75
phentolamine,Infant,375,0.3
phentolamine,Adult,375,1.0
phentolamine,OldAge,375,0.75
miconazole / zinc oxide,Infant,85,0.3
miconazole / zinc oxide,Adult,85,1.0
miconazole / zinc oxide,OldAge,85,0.75
lanolin,Infant,375,0.3
lanolin,Adult,375,1.0
lanolin,OldAge,375,0.75
menthol / zinc oxide,Infant,157,0.3
menthol / zinc oxide,Adult,157,1.0
menthol / zinc oxide,OldAge,157,0.75
"vitamins a, d, and e",Infant,220,0.3
"vitamins a, d, and e",Adult,220,1.0
"vitamins a, d, and e",OldAge,220,0.75
balsam peru / castor oil / trypsin,Infant,364,0.3
balsam peru / castor oil / trypsin,Adult,364,1.0
balsam peru / castor oil / trypsin,OldAge,364,0.75
sodium hyaluronate,Infant,281,0.3
sodium hyaluronate,Adult,281,1.0
sodium hyaluronate,OldAge,281,0.75
balsam peru / castor oil,Infant,469,0.3
balsam peru / castor oil,Adult,469,1.0
balsam peru / castor oil,OldAge,469,0.75
hydroquinone,Infant,481,0.3
hydroquinone,Adult,481,1.0
hydroquinone,OldAge,481,0.75
urea,Infant,325,0.3
urea,Adult,325,1.0
urea,OldAge,325,0.75
hydrocortisone / pramoxine,Infant,51,0.3
hydrocortisone / pramoxine,Adult,51,1.0
hydrocortisone / pramoxine,OldAge,51,0.75
silver,Infant,55,0.3
silver,Adult,55,1.0
silver,OldAge,55,0.75
mycophenolic acid,Infant,164,0.3
mycophenolic acid,Adult,164,1.0
mycophenolic acid,OldAge,164,0.75
flavoxate,Infant,408,0.3
flavoxate,Adult,408,1.0
flavoxate,OldAge,408,0.75
metformin,Infant,443,0.3
metformin,Adult,443,1.0
metformin,OldAge,443,0.75
glipizide,Infant,472,0.3
glipizide,Adult,472,1.0
glipizide,OldAge,472,0.75
glimepiride,Infant,461,0.3
glimepiride,Adult,461,1.0
glimepiride,OldAge,461,0.75
pioglitazone,Infant,245,0.3
pioglitazone,Adult,245,1.0
pioglitazone,OldAge,245,0.75
sitagliptin,Infant,433,0.3
sitagliptin,Adult,433,1.0
sitagliptin,OldAge,433,0.75
metformin / sitagliptin,Infant,185,0.3
metformin / sitagliptin,Adult,185,1.0
metformin / sitagliptin,OldAge,185,0.75
insulin degludec,Infant,198,0.3
insulin degludec,Adult,198,1.0
insulin degludec,OldAge,198,0.75
insulin aspart / insulin degludec,Infant,350,0.3
insulin aspart / insulin degludec,Adult,350,1.0
insulin aspart / insulin degludec,OldAge,350,0.75
insulin glargine,Infant,109,0.3
insulin glargine,Adult,109,1.0
insulin glargine,OldAge,109,0.75
insulin lispro,Infant,113,0.3
insulin lispro,Adult,113,1.0
insulin lispro,OldAge,113,0.75
insulin aspart,Infant,373,0.3
insulin aspart,Adult,373,1.0
insulin aspart,OldAge,373,0.75
insulin regular,Infant,427,0.3
insulin regular,Adult,427,1.0
insulin regular,OldAge,427,0.75
insulin glulisine,Infant,244,0.3
insulin glulisine,Adult,244,1.0
insulin glulisine,OldAge,244,0.75
irbesartan,Infant,206,0.3
irbesartan,Adult,206,1.0
irbesartan,OldAge,206,0.75
benazepril,Infant,355,0.3
benazepril,Adult,355,1.0
benazepril,OldAge,355,0.75
moexipril,Infant,137,0.3
moexipril,Adult,137,1.0
moexipril,OldAge,137,0.75
trandolapril,Infant,182,0.3
trandolapril,Adult,182,1.0
trandolapril,OldAge,182,0.75
ranibizumab,Infant,80,0.3
ranibizumab,Adult,80,1.0
ranibizumab,OldAge,80,0.75
aflibercept,Infant,304,0.3
aflibercept,Adult,304,1.0
aflibercept,OldAge,304,0.75
tapentadol,Infant,220,0.3
tapentadol,Adult,220,1.0
tapentadol,OldAge,220,0.75
tuberculin purified protein derivative,Infant,124,0.3
tuberculin purified protein derivative,Adult,124,1.0
tuberculin purified protein derivative,OldAge,124,0.75
metyrapone,Infant,54,0.3
metyrapone,Adult,54,1.0
metyrapone,OldAge,54,0.75
tetrofosmin,Infant,68,0.3
tetrofosmin,Adult,68,1.0
tetrofosmin,OldAge,68,0.75
glucagon,Infant,295,0.3
glucagon,Adult,295,1.0
glucagon,OldAge,295,0.75
regadenoson,Infant,428,0.3
regadenoson,Adult,428,1.0
regadenoson,OldAge,428,0.75
iobenguane i 123,Infant,222,0.3
iobenguane i 123,Adult,222,1.0
iobenguane i 123,OldAge,222,0.75
methacholine,Infant,425,0.3
methacholine,Adult,425,1.0
methacholine,OldAge,425,0.75
atropine / diphenoxylate,Infant,360,0.3
atropine / diphenoxylate,Adult,360,1.0
atropine / diphenoxylate,OldAge,360,0.75
codeine,Infant,272,0.3
codeine,Adult,272,1.0
codeine,OldAge,272,0.75
saccharomyces boulardii lyo,Infant,204,0.3
saccharomyces boulardii lyo,Adult,204,1.0
saccharomyces boulardii lyo,OldAge,204,0.75
opium,Infant,424,0.3
opium,Adult,424,1.0
opium,OldAge,424,0.75
loperamide / simethicone,Infant,283,0.3
loperamide / simethicone,Adult,283,1.0
loperamide / simethicone,OldAge,283,0.75
multivitamin,Infant,179,0.3
multivitamin,Adult,179,1.0
multivitamin,OldAge,179,0.75
biotin,Infant,485,0.3
biotin,Adult,485,1.0
biotin,OldAge,485,0.75
omega-3 polyunsaturated fatty acids,Infant,292,0.3
omega-3 polyunsaturated fatty acids,Adult,292,1.0
omega-3 polyunsaturated fatty acids,OldAge,292,0.75
calcium citrate,Infant,407,0.3
calcium citrate,Adult,407,1.0
calcium citrate,OldAge,407,0.75
ascorbic acid,Infant,101,0.3
ascorbic acid,Adult,101,1.0
ascorbic acid,OldAge,101,0.75
bifidobacterium infantis / lactobacillus acidophilus,Infant,434,0.3
bifidobacterium infantis / lactobacillus acidophilus,Adult,434,1.0
bifidobacterium infantis / lactobacillus acidophilus,OldAge,434,0.75
zolpidem,Infant,419,0.3
zolpidem,Adult,419,1.0
zolpidem,OldAge,419,0.75
temazepam,Infant,484,0.3
temazepam,Adult,484,1.0
temazepam,OldAge,484,0.75
eszopiclone,Infant,361,0.3
eszopiclone,Adult,361,1.0
eszopiclone,OldAge,361,0.75
flurazepam,Infant,446,0.3
flurazepam,Adult,446,1.0
flurazepam,OldAge,446,0.75
axicabtagene ciloleucel,Infant,125,0.3
axicabtagene ciloleucel,Adult,125,1.0
axicabtagene ciloleucel,OldAge,125,0.75
hyaluronidase / rituximab,Infant,174,0.3
hyaluronidase / rituximab,Adult,174,1.0
hyaluronidase / rituximab,OldAge,174,0.75
polatuzumab vedotin,Infant,373,0.3
polatuzumab vedotin,Adult,373,1.0
polatuzumab vedotin,OldAge,373,0.75
digoxin immune fab,Infant,447,0.3
digoxin immune fab,Adult,447,1.0
digoxin immune fab,OldAge,447,0.75
"diphtheria toxoid / pertussis, acellular / tetanus toxoid",Infant,407,0.3
"diphtheria toxoid / pertussis, acellular / tetanus toxoid",Adult,407,1.0
"diphtheria toxoid / pertussis, acellular / tetanus toxoid",OldAge,407,0.75
diphtheria toxoid / tetanus toxoid,Infant,489,0.3
diphtheria toxoid / tetanus toxoid,Adult,489,1.0
diphtheria toxoid / tetanus toxoid,OldAge,489,0.75
"diphtheria toxoid / haemophilus b conjugate (prp-t) vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",Infant,387,0.3
"diphtheria toxoid / haemophilus b conjugate (prp-t) vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",Adult,387,1.0
"diphtheria toxoid / haemophilus b conjugate (prp-t) vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",OldAge,387,0.75
"diphtheria and tetanus toxoids / pertussis, acellular",Infant,342,0.3
"diphtheria and tetanus toxoids / pertussis, acellular",Adult,342,1.0
"diphtheria and tetanus toxoids / pertussis, acellular",OldAge,342,0.75
"diphtheria toxoid / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",Infant,426,0.3
"diphtheria toxoid / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",Adult,426,1.0
"diphtheria toxoid / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",OldAge,426,0.75
"diphtheria toxoid / hepatitis b pediatric vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",Infant,478,0.3
"diphtheria toxoid / hepatitis b pediatric vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",Adult,478,1.0
"diphtheria toxoid / hepatitis b pediatric vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid",OldAge,478,0.75
"diphtheria and tetanus toxoids / pertussis, acellular / poliovirus vaccine, inactivated / haemophilus b conjugate / hepatitis b vaccine",Infant,413,0.3
"diphtheria and tetanus toxoids / pertussis, acellular / poliovirus vaccine, inactivated / haemophilus b conjugate / hepatitis b vaccine",Adult,413,1.0
"diphtheria and tetanus toxoids / pertussis, acellular / poliovirus vaccine, inactivated / haemophilus b conjugate / hepatitis b vaccine",OldAge,413,0.75
belimumab,Infant,354,0.3
belimumab,Adult,354,1.0
belimumab,OldAge,354,0.75
cycloserine,Infant,269,0.3
cycloserine,Adult,269,1.0
cycloserine,OldAge,269,0.75
deoxycholic acid,Infant,51,0.3
deoxycholic acid,Adult,51,1.0
deoxycholic acid,OldAge,51,0.75
cannabidiol,Infant,218,0.3
cannabidiol,Adult,218,1.0
cannabidiol,OldAge,218,0.75
stiripentol,Infant,60,0.3
stiripentol,Adult,60,1.0
stiripentol,OldAge,60,0.75
hydrochlorothiazide / lisinopril,Infant,361,0.3
hydrochlorothiazide / lisinopril,Adult,361,1.0
hydrochlorothiazide / lisinopril,OldAge,361,0.75
